SampleID,CellType,n,freq,lev
MEL_22,,36,0.356435644,Minorcelltype_annotation_2.0
MEL_22,,46,0.455445545,Minorcelltype_annotation_2.0
MEL_22,,9,0.089108911,Minorcelltype_annotation_2.0
MEL_22,,4,0.03960396,Minorcelltype_annotation_2.0
MEL_22,,0,0,Minorcelltype_annotation_2.0
MEL_23,,1,0.071428571,Minorcelltype_annotation_2.0
MEL_23,,4,0.285714286,Minorcelltype_annotation_2.0
MEL_23,,6,0.428571429,Minorcelltype_annotation_2.0
MEL_23,,0,0,Minorcelltype_annotation_2.0
MEL_23,,3,0.214285714,Minorcelltype_annotation_2.0
MEL_23,,0,0,Minorcelltype_annotation_2.0
MEL_3,,0,0,Minorcelltype_annotation_2.0
MEL_3,,1,1,Minorcelltype_annotation_2.0
MEL_3,,0,0,Minorcelltype_annotation_2.0
MEL_3,,0,0,Minorcelltype_annotation_2.0
MEL_3,,0,0,Minorcelltype_annotation_2.0
MEL_3,,0,0,Minorcelltype_annotation_2.0
MEL_4,,0,0,Minorcelltype_annotation_2.0
MEL_4,,2,0.166666667,Minorcelltype_annotation_2.0
MEL_4,,5,0.416666667,Minorcelltype_annotation_2.0
MEL_4,,4,0.333333333,Minorcelltype_annotation_2.0
MEL_4,,1,0.083333333,Minorcelltype_annotation_2.0
MEL_4,,0,0,Minorcelltype_annotation_2.0
MEL_5,,0,0,Minorcelltype_annotation_2.0
MEL_5,,1,1,Minorcelltype_annotation_2.0
MEL_5,,0,0,Minorcelltype_annotation_2.0
MEL_5,,0,0,Minorcelltype_annotation_2.0
MEL_5,,0,0,Minorcelltype_annotation_2.0
MEL_5,,0,0,Minorcelltype_annotation_2.0
MEL_6,,0,0,Minorcelltype_annotation_2.0
MEL_6,,2,0.333333333,Minorcelltype_annotation_2.0
MEL_6,,2,0.333333333,Minorcelltype_annotation_2.0
MEL_6,,1,0.166666667,Minorcelltype_annotation_2.0
MEL_6,,1,0.166666667,Minorcelltype_annotation_2.0
MEL_6,,0,0,Minorcelltype_annotation_2.0
MEL_7,,0,0,Minorcelltype_annotation_2.0
MEL_7,,1,0.333333333,Minorcelltype_annotation_2.0
MEL_7,,2,0.666666667,Minorcelltype_annotation_2.0
MEL_7,,0,0,Minorcelltype_annotation_2.0
MEL_7,,0,0,Minorcelltype_annotation_2.0
MEL_7,,0,0,Minorcelltype_annotation_2.0
MEL_8,,0,0,Minorcelltype_annotation_2.0
MEL_8,,2,0.166666667,Minorcelltype_annotation_2.0
MEL_8,,5,0.416666667,Minorcelltype_annotation_2.0
MEL_8,,2,0.166666667,Minorcelltype_annotation_2.0
MEL_8,,3,0.25,Minorcelltype_annotation_2.0
MEL_8,,0,0,Minorcelltype_annotation_2.0
MEL_9,,1,0.03125,Minorcelltype_annotation_2.0
MEL_9,,11,0.34375,Minorcelltype_annotation_2.0
MEL_9,,13,0.40625,Minorcelltype_annotation_2.0
MEL_9,,3,0.09375,Minorcelltype_annotation_2.0
MEL_9,,3,0.09375,Minorcelltype_annotation_2.0
MEL_9,,1,0.03125,Minorcelltype_annotation_2.0
NSCLC_adv_1,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_1,,2,0.117647059,Minorcelltype_annotation_2.0
NSCLC_adv_1,,8,0.470588235,Minorcelltype_annotation_2.0
NSCLC_adv_1,,2,0.117647059,Minorcelltype_annotation_2.0
NSCLC_adv_1,,4,0.235294118,Minorcelltype_annotation_2.0
NSCLC_adv_1,,1,0.058823529,Minorcelltype_annotation_2.0
NSCLC_adv_2,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_2,,1,0.333333333,Minorcelltype_annotation_2.0
NSCLC_adv_2,,2,0.666666667,Minorcelltype_annotation_2.0
NSCLC_adv_2,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_2,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_2,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_3,,1,0.034482759,Minorcelltype_annotation_2.0
NSCLC_adv_3,,9,0.310344828,Minorcelltype_annotation_2.0
NSCLC_adv_3,,11,0.379310345,Minorcelltype_annotation_2.0
NSCLC_adv_3,,2,0.068965517,Minorcelltype_annotation_2.0
NSCLC_adv_3,,6,0.206896552,Minorcelltype_annotation_2.0
NSCLC_adv_3,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_4,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_4,,1,1,Minorcelltype_annotation_2.0
NSCLC_adv_4,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_4,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_4,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_4,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_5,,1,0.004504505,Minorcelltype_annotation_2.0
NSCLC_adv_5,,59,0.265765766,Minorcelltype_annotation_2.0
NSCLC_adv_5,,116,0.522522523,Minorcelltype_annotation_2.0
NSCLC_adv_5,,23,0.103603604,Minorcelltype_annotation_2.0
NSCLC_adv_5,,23,0.103603604,Minorcelltype_annotation_2.0
NSCLC_adv_5,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_6,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_6,,14,0.411764706,Minorcelltype_annotation_2.0
NSCLC_adv_6,,14,0.411764706,Minorcelltype_annotation_2.0
NSCLC_adv_6,,4,0.117647059,Minorcelltype_annotation_2.0
NSCLC_adv_6,,2,0.058823529,Minorcelltype_annotation_2.0
NSCLC_adv_6,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_7,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_7,,7,0.269230769,Minorcelltype_annotation_2.0
NSCLC_adv_7,,14,0.538461538,Minorcelltype_annotation_2.0
NSCLC_adv_7,,2,0.076923077,Minorcelltype_annotation_2.0
NSCLC_adv_7,,3,0.115384615,Minorcelltype_annotation_2.0
NSCLC_adv_7,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_8,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_8,,3,0.6,Minorcelltype_annotation_2.0
NSCLC_adv_8,,2,0.4,Minorcelltype_annotation_2.0
NSCLC_adv_8,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_8,,0,0,Minorcelltype_annotation_2.0
NSCLC_adv_8,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_1,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_1,,24,0.333333333,Minorcelltype_annotation_2.0
NSCLC_early_1,,35,0.486111111,Minorcelltype_annotation_2.0
NSCLC_early_1,,6,0.083333333,Minorcelltype_annotation_2.0
NSCLC_early_1,,7,0.097222222,Minorcelltype_annotation_2.0
NSCLC_early_1,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_10,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_10,,6,0.260869565,Minorcelltype_annotation_2.0
NSCLC_early_10,,10,0.434782609,Minorcelltype_annotation_2.0
NSCLC_early_10,,3,0.130434783,Minorcelltype_annotation_2.0
NSCLC_early_10,,4,0.173913043,Minorcelltype_annotation_2.0
NSCLC_early_10,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_11,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_11,,1,0.166666667,Minorcelltype_annotation_2.0
NSCLC_early_11,,3,0.5,Minorcelltype_annotation_2.0
NSCLC_early_11,,2,0.333333333,Minorcelltype_annotation_2.0
NSCLC_early_11,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_11,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_12,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_12,,17,0.283333333,Minorcelltype_annotation_2.0
NSCLC_early_12,,31,0.516666667,Minorcelltype_annotation_2.0
NSCLC_early_12,,4,0.066666667,Minorcelltype_annotation_2.0
NSCLC_early_12,,8,0.133333333,Minorcelltype_annotation_2.0
NSCLC_early_12,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_13,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_13,,1,0.333333333,Minorcelltype_annotation_2.0
NSCLC_early_13,,1,0.333333333,Minorcelltype_annotation_2.0
NSCLC_early_13,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_13,,1,0.333333333,Minorcelltype_annotation_2.0
NSCLC_early_13,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_14,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_14,,2,0.4,Minorcelltype_annotation_2.0
NSCLC_early_14,,1,0.2,Minorcelltype_annotation_2.0
NSCLC_early_14,,1,0.2,Minorcelltype_annotation_2.0
NSCLC_early_14,,1,0.2,Minorcelltype_annotation_2.0
NSCLC_early_14,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_15,,2,0.007142857,Minorcelltype_annotation_2.0
NSCLC_early_15,,83,0.296428571,Minorcelltype_annotation_2.0
NSCLC_early_15,,139,0.496428571,Minorcelltype_annotation_2.0
NSCLC_early_15,,19,0.067857143,Minorcelltype_annotation_2.0
NSCLC_early_15,,29,0.103571429,Minorcelltype_annotation_2.0
NSCLC_early_15,,8,0.028571429,Minorcelltype_annotation_2.0
NSCLC_early_2,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_2,,26,0.351351351,Minorcelltype_annotation_2.0
NSCLC_early_2,,37,0.5,Minorcelltype_annotation_2.0
NSCLC_early_2,,2,0.027027027,Minorcelltype_annotation_2.0
NSCLC_early_2,,9,0.121621622,Minorcelltype_annotation_2.0
NSCLC_early_2,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_4,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_4,,228,0.298039216,Minorcelltype_annotation_2.0
NSCLC_early_4,,375,0.490196078,Minorcelltype_annotation_2.0
NSCLC_early_4,,79,0.103267974,Minorcelltype_annotation_2.0
NSCLC_early_4,,81,0.105882353,Minorcelltype_annotation_2.0
NSCLC_early_4,,2,0.002614379,Minorcelltype_annotation_2.0
NSCLC_early_5,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_5,,10,0.333333333,Minorcelltype_annotation_2.0
NSCLC_early_5,,15,0.5,Minorcelltype_annotation_2.0
NSCLC_early_5,,3,0.1,Minorcelltype_annotation_2.0
NSCLC_early_5,,2,0.066666667,Minorcelltype_annotation_2.0
NSCLC_early_5,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_6,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_6,,4,0.2,Minorcelltype_annotation_2.0
NSCLC_early_6,,8,0.4,Minorcelltype_annotation_2.0
NSCLC_early_6,,6,0.3,Minorcelltype_annotation_2.0
NSCLC_early_6,,2,0.1,Minorcelltype_annotation_2.0
NSCLC_early_6,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_7,,27,0.012032086,Minorcelltype_annotation_2.0
NSCLC_early_7,,696,0.310160428,Minorcelltype_annotation_2.0
NSCLC_early_7,,1019,0.454099822,Minorcelltype_annotation_2.0
NSCLC_early_7,,168,0.07486631,Minorcelltype_annotation_2.0
NSCLC_early_7,,298,0.132798574,Minorcelltype_annotation_2.0
NSCLC_early_7,,36,0.016042781,Minorcelltype_annotation_2.0
NSCLC_early_8,,6,0.009819967,Minorcelltype_annotation_2.0
NSCLC_early_8,,163,0.266775777,Minorcelltype_annotation_2.0
NSCLC_early_8,,332,0.543371522,Minorcelltype_annotation_2.0
NSCLC_early_8,,49,0.080196399,Minorcelltype_annotation_2.0
NSCLC_early_8,,60,0.098199673,Minorcelltype_annotation_2.0
NSCLC_early_8,,1,0.001636661,Minorcelltype_annotation_2.0
NSCLC_early_9,,0,0,Minorcelltype_annotation_2.0
NSCLC_early_9,,6,0.2,Minorcelltype_annotation_2.0
NSCLC_early_9,,13,0.433333333,Minorcelltype_annotation_2.0
NSCLC_early_9,,5,0.166666667,Minorcelltype_annotation_2.0
NSCLC_early_9,,5,0.166666667,Minorcelltype_annotation_2.0
NSCLC_early_9,,1,0.033333333,Minorcelltype_annotation_2.0
OV_1,,0,0,Minorcelltype_annotation_2.0
OV_1,,3,0.333333333,Minorcelltype_annotation_2.0
OV_1,,3,0.333333333,Minorcelltype_annotation_2.0
OV_1,,1,0.111111111,Minorcelltype_annotation_2.0
OV_1,,2,0.222222222,Minorcelltype_annotation_2.0
OV_1,,0,0,Minorcelltype_annotation_2.0
OV_10,,0,0,Minorcelltype_annotation_2.0
OV_10,,7,0.291666667,Minorcelltype_annotation_2.0
OV_10,,10,0.416666667,Minorcelltype_annotation_2.0
OV_10,,6,0.25,Minorcelltype_annotation_2.0
OV_10,,1,0.041666667,Minorcelltype_annotation_2.0
OV_10,,0,0,Minorcelltype_annotation_2.0
OV_11,,0,0,Minorcelltype_annotation_2.0
OV_11,,9,0.321428571,Minorcelltype_annotation_2.0
OV_11,,13,0.464285714,Minorcelltype_annotation_2.0
OV_11,,5,0.178571429,Minorcelltype_annotation_2.0
OV_11,,1,0.035714286,Minorcelltype_annotation_2.0
OV_11,,0,0,Minorcelltype_annotation_2.0
OV_2,,1,0.013888889,Minorcelltype_annotation_2.0
OV_2,,23,0.319444444,Minorcelltype_annotation_2.0
OV_2,,30,0.416666667,Minorcelltype_annotation_2.0
OV_2,,5,0.069444444,Minorcelltype_annotation_2.0
OV_2,,13,0.180555556,Minorcelltype_annotation_2.0
OV_2,,0,0,Minorcelltype_annotation_2.0
OV_3,,0,0,Minorcelltype_annotation_2.0
OV_3,,2,0.4,Minorcelltype_annotation_2.0
OV_3,,2,0.4,Minorcelltype_annotation_2.0
OV_3,,1,0.2,Minorcelltype_annotation_2.0
OV_3,,0,0,Minorcelltype_annotation_2.0
OV_3,,0,0,Minorcelltype_annotation_2.0
OV_4,,0,0,Minorcelltype_annotation_2.0
OV_4,,3,0.25,Minorcelltype_annotation_2.0
OV_4,,6,0.5,Minorcelltype_annotation_2.0
OV_4,,2,0.166666667,Minorcelltype_annotation_2.0
OV_4,,1,0.083333333,Minorcelltype_annotation_2.0
OV_4,,0,0,Minorcelltype_annotation_2.0
OV_5,,0,0,Minorcelltype_annotation_2.0
OV_5,,1,1,Minorcelltype_annotation_2.0
OV_5,,0,0,Minorcelltype_annotation_2.0
OV_5,,0,0,Minorcelltype_annotation_2.0
OV_5,,0,0,Minorcelltype_annotation_2.0
OV_5,,0,0,Minorcelltype_annotation_2.0
OV_6,,0,0,Minorcelltype_annotation_2.0
OV_6,,5,0.263157895,Minorcelltype_annotation_2.0
OV_6,,8,0.421052632,Minorcelltype_annotation_2.0
OV_6,,2,0.105263158,Minorcelltype_annotation_2.0
OV_6,,4,0.210526316,Minorcelltype_annotation_2.0
OV_6,,0,0,Minorcelltype_annotation_2.0
OV_7,,0,0,Minorcelltype_annotation_2.0
OV_7,,4,0.25,Minorcelltype_annotation_2.0
OV_7,,7,0.4375,Minorcelltype_annotation_2.0
OV_7,,3,0.1875,Minorcelltype_annotation_2.0
OV_7,,2,0.125,Minorcelltype_annotation_2.0
OV_7,,0,0,Minorcelltype_annotation_2.0
OV_8,,0,0,Minorcelltype_annotation_2.0
OV_8,,1,0.2,Minorcelltype_annotation_2.0
OV_8,,3,0.6,Minorcelltype_annotation_2.0
OV_8,,1,0.2,Minorcelltype_annotation_2.0
OV_8,,0,0,Minorcelltype_annotation_2.0
OV_8,,0,0,Minorcelltype_annotation_2.0
OV_9,,0,0,Minorcelltype_annotation_2.0
OV_9,,13,0.481481481,Minorcelltype_annotation_2.0
OV_9,,10,0.37037037,Minorcelltype_annotation_2.0
OV_9,,4,0.148148148,Minorcelltype_annotation_2.0
OV_9,,0,0,Minorcelltype_annotation_2.0
OV_9,,0,0,Minorcelltype_annotation_2.0
BC_adv_1,,0,0,Minorcelltype_annotation_2.0
BC_adv_1,,12,0.139534884,Minorcelltype_annotation_2.0
BC_adv_1,,13,0.151162791,Minorcelltype_annotation_2.0
BC_adv_1,,57,0.662790698,Minorcelltype_annotation_2.0
BC_adv_1,,1,0.011627907,Minorcelltype_annotation_2.0
BC_adv_1,,3,0.034883721,Minorcelltype_annotation_2.0
BC_adv_2,,1,0.018181818,Minorcelltype_annotation_2.0
BC_adv_2,,14,0.254545455,Minorcelltype_annotation_2.0
BC_adv_2,,7,0.127272727,Minorcelltype_annotation_2.0
BC_adv_2,,33,0.6,Minorcelltype_annotation_2.0
BC_adv_2,,0,0,Minorcelltype_annotation_2.0
BC_adv_2,,0,0,Minorcelltype_annotation_2.0
BC_adv_3,,0,0,Minorcelltype_annotation_2.0
BC_adv_3,,6,0.3,Minorcelltype_annotation_2.0
BC_adv_3,,7,0.35,Minorcelltype_annotation_2.0
BC_adv_3,,7,0.35,Minorcelltype_annotation_2.0
BC_adv_3,,0,0,Minorcelltype_annotation_2.0
BC_adv_3,,0,0,Minorcelltype_annotation_2.0
BC_adv_4,,0,0,Minorcelltype_annotation_2.0
BC_adv_4,,2,0.333333333,Minorcelltype_annotation_2.0
BC_adv_4,,1,0.166666667,Minorcelltype_annotation_2.0
BC_adv_4,,2,0.333333333,Minorcelltype_annotation_2.0
BC_adv_4,,1,0.166666667,Minorcelltype_annotation_2.0
BC_adv_4,,0,0,Minorcelltype_annotation_2.0
BC_adv_5,,1,0.00862069,Minorcelltype_annotation_2.0
BC_adv_5,,27,0.232758621,Minorcelltype_annotation_2.0
BC_adv_5,,20,0.172413793,Minorcelltype_annotation_2.0
BC_adv_5,,57,0.49137931,Minorcelltype_annotation_2.0
BC_adv_5,,0,0,Minorcelltype_annotation_2.0
BC_adv_5,,11,0.094827586,Minorcelltype_annotation_2.0
BC_adv_6,,0,0,Minorcelltype_annotation_2.0
BC_adv_6,,5,0.357142857,Minorcelltype_annotation_2.0
BC_adv_6,,1,0.071428571,Minorcelltype_annotation_2.0
BC_adv_6,,7,0.5,Minorcelltype_annotation_2.0
BC_adv_6,,0,0,Minorcelltype_annotation_2.0
BC_adv_6,,1,0.071428571,Minorcelltype_annotation_2.0
BC_adv_7,,0,0,Minorcelltype_annotation_2.0
BC_adv_7,,1,0.2,Minorcelltype_annotation_2.0
BC_adv_7,,1,0.2,Minorcelltype_annotation_2.0
BC_adv_7,,3,0.6,Minorcelltype_annotation_2.0
BC_adv_7,,0,0,Minorcelltype_annotation_2.0
BC_adv_7,,0,0,Minorcelltype_annotation_2.0
BC_adv_8,,0,0,Minorcelltype_annotation_2.0
BC_adv_8,,17,0.204819277,Minorcelltype_annotation_2.0
BC_adv_8,,19,0.228915663,Minorcelltype_annotation_2.0
BC_adv_8,,43,0.518072289,Minorcelltype_annotation_2.0
BC_adv_8,,0,0,Minorcelltype_annotation_2.0
BC_adv_8,,4,0.048192771,Minorcelltype_annotation_2.0
BC_early_1,,0,0,Minorcelltype_annotation_2.0
BC_early_1,,33,0.308411215,Minorcelltype_annotation_2.0
BC_early_1,,18,0.168224299,Minorcelltype_annotation_2.0
BC_early_1,,53,0.495327103,Minorcelltype_annotation_2.0
BC_early_1,,0,0,Minorcelltype_annotation_2.0
BC_early_1,,3,0.028037383,Minorcelltype_annotation_2.0
BC_early_10,,2,0.011494253,Minorcelltype_annotation_2.0
BC_early_10,,52,0.298850575,Minorcelltype_annotation_2.0
BC_early_10,,49,0.281609195,Minorcelltype_annotation_2.0
BC_early_10,,68,0.390804598,Minorcelltype_annotation_2.0
BC_early_10,,1,0.005747126,Minorcelltype_annotation_2.0
BC_early_10,,2,0.011494253,Minorcelltype_annotation_2.0
BC_early_11,,0,0,Minorcelltype_annotation_2.0
BC_early_11,,3,0.176470588,Minorcelltype_annotation_2.0
BC_early_11,,6,0.352941176,Minorcelltype_annotation_2.0
BC_early_11,,7,0.411764706,Minorcelltype_annotation_2.0
BC_early_11,,0,0,Minorcelltype_annotation_2.0
BC_early_11,,1,0.058823529,Minorcelltype_annotation_2.0
BC_early_12,,0,0,Minorcelltype_annotation_2.0
BC_early_12,,57,0.358490566,Minorcelltype_annotation_2.0
BC_early_12,,27,0.169811321,Minorcelltype_annotation_2.0
BC_early_12,,70,0.440251572,Minorcelltype_annotation_2.0
BC_early_12,,0,0,Minorcelltype_annotation_2.0
BC_early_12,,5,0.031446541,Minorcelltype_annotation_2.0
BC_early_13,,0,0,Minorcelltype_annotation_2.0
BC_early_13,,2,0.285714286,Minorcelltype_annotation_2.0
BC_early_13,,1,0.142857143,Minorcelltype_annotation_2.0
BC_early_13,,4,0.571428571,Minorcelltype_annotation_2.0
BC_early_13,,0,0,Minorcelltype_annotation_2.0
BC_early_13,,0,0,Minorcelltype_annotation_2.0
BC_early_14,,0,0,Minorcelltype_annotation_2.0
BC_early_14,,75,0.319148936,Minorcelltype_annotation_2.0
BC_early_14,,42,0.178723404,Minorcelltype_annotation_2.0
BC_early_14,,106,0.45106383,Minorcelltype_annotation_2.0
BC_early_14,,2,0.008510638,Minorcelltype_annotation_2.0
BC_early_14,,10,0.042553191,Minorcelltype_annotation_2.0
BC_early_15,,11,0.018998273,Minorcelltype_annotation_2.0
BC_early_15,,126,0.21761658,Minorcelltype_annotation_2.0
BC_early_15,,155,0.267702936,Minorcelltype_annotation_2.0
BC_early_15,,258,0.445595855,Minorcelltype_annotation_2.0
BC_early_15,,4,0.006908463,Minorcelltype_annotation_2.0
BC_early_15,,25,0.043177893,Minorcelltype_annotation_2.0
BC_early_16,,0,0,Minorcelltype_annotation_2.0
BC_early_16,,26,0.382352941,Minorcelltype_annotation_2.0
BC_early_16,,15,0.220588235,Minorcelltype_annotation_2.0
BC_early_16,,25,0.367647059,Minorcelltype_annotation_2.0
BC_early_16,,0,0,Minorcelltype_annotation_2.0
BC_early_16,,2,0.029411765,Minorcelltype_annotation_2.0
BC_early_17,,0,0,Minorcelltype_annotation_2.0
BC_early_17,,5,0.357142857,Minorcelltype_annotation_2.0
BC_early_17,,4,0.285714286,Minorcelltype_annotation_2.0
BC_early_17,,4,0.285714286,Minorcelltype_annotation_2.0
BC_early_17,,0,0,Minorcelltype_annotation_2.0
BC_early_17,,1,0.071428571,Minorcelltype_annotation_2.0
BC_early_18,,0,0,Minorcelltype_annotation_2.0
BC_early_18,,0,0,Minorcelltype_annotation_2.0
BC_early_18,,0,0,Minorcelltype_annotation_2.0
BC_early_18,,1,1,Minorcelltype_annotation_2.0
BC_early_18,,0,0,Minorcelltype_annotation_2.0
BC_early_18,,0,0,Minorcelltype_annotation_2.0
BC_early_19,,0,0,Minorcelltype_annotation_2.0
BC_early_19,,2,0.25,Minorcelltype_annotation_2.0
BC_early_19,,1,0.125,Minorcelltype_annotation_2.0
BC_early_19,,5,0.625,Minorcelltype_annotation_2.0
BC_early_19,,0,0,Minorcelltype_annotation_2.0
BC_early_19,,0,0,Minorcelltype_annotation_2.0
BC_early_2,,0,0,Minorcelltype_annotation_2.0
BC_early_2,,28,0.247787611,Minorcelltype_annotation_2.0
BC_early_2,,34,0.300884956,Minorcelltype_annotation_2.0
BC_early_2,,46,0.407079646,Minorcelltype_annotation_2.0
BC_early_2,,1,0.008849558,Minorcelltype_annotation_2.0
BC_early_2,,4,0.03539823,Minorcelltype_annotation_2.0
BC_early_20,,0,0,Minorcelltype_annotation_2.0
BC_early_20,,5,0.454545455,Minorcelltype_annotation_2.0
BC_early_20,,2,0.181818182,Minorcelltype_annotation_2.0
BC_early_20,,4,0.363636364,Minorcelltype_annotation_2.0
BC_early_20,,0,0,Minorcelltype_annotation_2.0
BC_early_20,,0,0,Minorcelltype_annotation_2.0
BC_early_21,,1,0.052631579,Minorcelltype_annotation_2.0
BC_early_21,,4,0.210526316,Minorcelltype_annotation_2.0
BC_early_21,,3,0.157894737,Minorcelltype_annotation_2.0
BC_early_21,,11,0.578947368,Minorcelltype_annotation_2.0
BC_early_21,,0,0,Minorcelltype_annotation_2.0
BC_early_21,,0,0,Minorcelltype_annotation_2.0
BC_early_22,,0,0,Minorcelltype_annotation_2.0
BC_early_22,,111,0.333333333,Minorcelltype_annotation_2.0
BC_early_22,,62,0.186186186,Minorcelltype_annotation_2.0
BC_early_22,,151,0.453453453,Minorcelltype_annotation_2.0
BC_early_22,,1,0.003003003,Minorcelltype_annotation_2.0
BC_early_22,,8,0.024024024,Minorcelltype_annotation_2.0
BC_early_23,,0,0,Minorcelltype_annotation_2.0
BC_early_23,,6,0.352941176,Minorcelltype_annotation_2.0
BC_early_23,,4,0.235294118,Minorcelltype_annotation_2.0
BC_early_23,,7,0.411764706,Minorcelltype_annotation_2.0
BC_early_23,,0,0,Minorcelltype_annotation_2.0
BC_early_23,,0,0,Minorcelltype_annotation_2.0
BC_early_24,,0,0,Minorcelltype_annotation_2.0
BC_early_24,,7,0.233333333,Minorcelltype_annotation_2.0
BC_early_24,,2,0.066666667,Minorcelltype_annotation_2.0
BC_early_24,,21,0.7,Minorcelltype_annotation_2.0
BC_early_24,,0,0,Minorcelltype_annotation_2.0
BC_early_24,,0,0,Minorcelltype_annotation_2.0
BC_early_25,,1,0.011627907,Minorcelltype_annotation_2.0
BC_early_25,,25,0.290697674,Minorcelltype_annotation_2.0
BC_early_25,,25,0.290697674,Minorcelltype_annotation_2.0
BC_early_25,,35,0.406976744,Minorcelltype_annotation_2.0
BC_early_25,,0,0,Minorcelltype_annotation_2.0
BC_early_25,,0,0,Minorcelltype_annotation_2.0
BC_early_26,,0,0,Minorcelltype_annotation_2.0
BC_early_26,,1,0.2,Minorcelltype_annotation_2.0
BC_early_26,,0,0,Minorcelltype_annotation_2.0
BC_early_26,,4,0.8,Minorcelltype_annotation_2.0
BC_early_26,,0,0,Minorcelltype_annotation_2.0
BC_early_26,,0,0,Minorcelltype_annotation_2.0
BC_early_27,,0,0,Minorcelltype_annotation_2.0
BC_early_27,,18,0.382978723,Minorcelltype_annotation_2.0
BC_early_27,,9,0.191489362,Minorcelltype_annotation_2.0
BC_early_27,,18,0.382978723,Minorcelltype_annotation_2.0
BC_early_27,,0,0,Minorcelltype_annotation_2.0
BC_early_27,,2,0.042553191,Minorcelltype_annotation_2.0
BC_early_28,,0,0,Minorcelltype_annotation_2.0
BC_early_28,,24,0.25,Minorcelltype_annotation_2.0
BC_early_28,,21,0.21875,Minorcelltype_annotation_2.0
BC_early_28,,48,0.5,Minorcelltype_annotation_2.0
BC_early_28,,1,0.010416667,Minorcelltype_annotation_2.0
BC_early_28,,2,0.020833333,Minorcelltype_annotation_2.0
BC_early_29,,0,0,Minorcelltype_annotation_2.0
BC_early_29,,5,0.294117647,Minorcelltype_annotation_2.0
BC_early_29,,1,0.058823529,Minorcelltype_annotation_2.0
BC_early_29,,11,0.647058824,Minorcelltype_annotation_2.0
BC_early_29,,0,0,Minorcelltype_annotation_2.0
BC_early_29,,0,0,Minorcelltype_annotation_2.0
BC_early_3,,6,0.018987342,Minorcelltype_annotation_2.0
BC_early_3,,78,0.246835443,Minorcelltype_annotation_2.0
BC_early_3,,65,0.205696203,Minorcelltype_annotation_2.0
BC_early_3,,150,0.474683544,Minorcelltype_annotation_2.0
BC_early_3,,3,0.009493671,Minorcelltype_annotation_2.0
BC_early_3,,14,0.044303797,Minorcelltype_annotation_2.0
BC_early_30,,0,0,Minorcelltype_annotation_2.0
BC_early_30,,14,0.378378378,Minorcelltype_annotation_2.0
BC_early_30,,6,0.162162162,Minorcelltype_annotation_2.0
BC_early_30,,16,0.432432432,Minorcelltype_annotation_2.0
BC_early_30,,0,0,Minorcelltype_annotation_2.0
BC_early_30,,1,0.027027027,Minorcelltype_annotation_2.0
BC_early_31,,0,0,Minorcelltype_annotation_2.0
BC_early_31,,5,0.185185185,Minorcelltype_annotation_2.0
BC_early_31,,3,0.111111111,Minorcelltype_annotation_2.0
BC_early_31,,18,0.666666667,Minorcelltype_annotation_2.0
BC_early_31,,0,0,Minorcelltype_annotation_2.0
BC_early_31,,1,0.037037037,Minorcelltype_annotation_2.0
BC_early_4,,0,0,Minorcelltype_annotation_2.0
BC_early_4,,50,0.4,Minorcelltype_annotation_2.0
