SampleID,CellType,n,freq,lev
BC_adv_8,,0,0,Minorcelltype_annotation
BC_adv_8,,2,0.004962779,Minorcelltype_annotation
BC_adv_8,,1,0.00248139,Minorcelltype_annotation
BC_adv_8,,0,0,Minorcelltype_annotation
BC_adv_8,,3,0.007444169,Minorcelltype_annotation
BC_adv_8,,7,0.017369727,Minorcelltype_annotation
BC_early_1,,268,0.158392435,Minorcelltype_annotation
BC_early_1,,360,0.212765957,Minorcelltype_annotation
BC_early_1,,62,0.036643026,Minorcelltype_annotation
BC_early_1,,8,0.004728132,Minorcelltype_annotation
BC_early_1,,107,0.063238771,Minorcelltype_annotation
BC_early_1,,48,0.028368794,Minorcelltype_annotation
BC_early_1,,27,0.015957447,Minorcelltype_annotation
BC_early_1,,288,0.170212766,Minorcelltype_annotation
BC_early_1,,20,0.011820331,Minorcelltype_annotation
BC_early_1,,19,0.011229314,Minorcelltype_annotation
BC_early_1,,153,0.090425532,Minorcelltype_annotation
BC_early_1,,17,0.010047281,Minorcelltype_annotation
BC_early_1,,200,0.11820331,Minorcelltype_annotation
BC_early_1,,20,0.011820331,Minorcelltype_annotation
BC_early_1,,12,0.007092199,Minorcelltype_annotation
BC_early_1,,5,0.002955083,Minorcelltype_annotation
BC_early_1,,63,0.037234043,Minorcelltype_annotation
BC_early_1,,15,0.008865248,Minorcelltype_annotation
BC_early_10,,230,0.198961938,Minorcelltype_annotation
BC_early_10,,65,0.056228374,Minorcelltype_annotation
BC_early_10,,58,0.05017301,Minorcelltype_annotation
BC_early_10,,94,0.081314879,Minorcelltype_annotation
BC_early_10,,174,0.150519031,Minorcelltype_annotation
BC_early_10,,42,0.03633218,Minorcelltype_annotation
BC_early_10,,3,0.002595156,Minorcelltype_annotation
BC_early_10,,148,0.128027682,Minorcelltype_annotation
BC_early_10,,33,0.028546713,Minorcelltype_annotation
BC_early_10,,7,0.006055363,Minorcelltype_annotation
BC_early_10,,111,0.096020761,Minorcelltype_annotation
BC_early_10,,46,0.039792388,Minorcelltype_annotation
BC_early_10,,38,0.032871972,Minorcelltype_annotation
BC_early_10,,19,0.016435986,Minorcelltype_annotation
BC_early_10,,8,0.006920415,Minorcelltype_annotation
BC_early_10,,5,0.00432526,Minorcelltype_annotation
BC_early_10,,64,0.055363322,Minorcelltype_annotation
BC_early_10,,11,0.009515571,Minorcelltype_annotation
BC_early_11,,14,0.079545455,Minorcelltype_annotation
BC_early_11,,30,0.170454545,Minorcelltype_annotation
BC_early_11,,2,0.011363636,Minorcelltype_annotation
BC_early_11,,0,0,Minorcelltype_annotation
BC_early_11,,17,0.096590909,Minorcelltype_annotation
BC_early_11,,6,0.034090909,Minorcelltype_annotation
BC_early_11,,2,0.011363636,Minorcelltype_annotation
BC_early_11,,34,0.193181818,Minorcelltype_annotation
BC_early_11,,6,0.034090909,Minorcelltype_annotation
BC_early_11,,13,0.073863636,Minorcelltype_annotation
BC_early_11,,8,0.045454545,Minorcelltype_annotation
BC_early_11,,6,0.034090909,Minorcelltype_annotation
BC_early_11,,2,0.011363636,Minorcelltype_annotation
BC_early_11,,13,0.073863636,Minorcelltype_annotation
BC_early_11,,3,0.017045455,Minorcelltype_annotation
BC_early_11,,0,0,Minorcelltype_annotation
BC_early_11,,12,0.068181818,Minorcelltype_annotation
BC_early_11,,8,0.045454545,Minorcelltype_annotation
BC_early_12,,398,0.220011056,Minorcelltype_annotation
BC_early_12,,157,0.086788281,Minorcelltype_annotation
BC_early_12,,215,0.118850193,Minorcelltype_annotation
BC_early_12,,24,0.013266998,Minorcelltype_annotation
BC_early_12,,159,0.087893864,Minorcelltype_annotation
BC_early_12,,17,0.009397457,Minorcelltype_annotation
BC_early_12,,11,0.006080708,Minorcelltype_annotation
BC_early_12,,367,0.202874516,Minorcelltype_annotation
BC_early_12,,165,0.091210614,Minorcelltype_annotation
BC_early_12,,37,0.020453289,Minorcelltype_annotation
BC_early_12,,68,0.037589829,Minorcelltype_annotation
BC_early_12,,27,0.014925373,Minorcelltype_annotation
BC_early_12,,81,0.044776119,Minorcelltype_annotation
BC_early_12,,39,0.021558872,Minorcelltype_annotation
BC_early_12,,0,0,Minorcelltype_annotation
BC_early_12,,5,0.002763958,Minorcelltype_annotation
BC_early_12,,37,0.020453289,Minorcelltype_annotation
BC_early_12,,2,0.001105583,Minorcelltype_annotation
BC_early_13,,10,0.161290323,Minorcelltype_annotation
BC_early_13,,14,0.225806452,Minorcelltype_annotation
BC_early_13,,1,0.016129032,Minorcelltype_annotation
BC_early_13,,0,0,Minorcelltype_annotation
BC_early_13,,7,0.112903226,Minorcelltype_annotation
BC_early_13,,3,0.048387097,Minorcelltype_annotation
BC_early_13,,2,0.032258065,Minorcelltype_annotation
BC_early_13,,15,0.241935484,Minorcelltype_annotation
BC_early_13,,0,0,Minorcelltype_annotation
BC_early_13,,2,0.032258065,Minorcelltype_annotation
BC_early_13,,4,0.064516129,Minorcelltype_annotation
BC_early_13,,0,0,Minorcelltype_annotation
BC_early_13,,0,0,Minorcelltype_annotation
BC_early_13,,0,0,Minorcelltype_annotation
BC_early_13,,0,0,Minorcelltype_annotation
BC_early_13,,1,0.016129032,Minorcelltype_annotation
BC_early_13,,2,0.032258065,Minorcelltype_annotation
BC_early_13,,1,0.016129032,Minorcelltype_annotation
BC_early_14,,419,0.154044118,Minorcelltype_annotation
BC_early_14,,408,0.15,Minorcelltype_annotation
BC_early_14,,123,0.045220588,Minorcelltype_annotation
BC_early_14,,64,0.023529412,Minorcelltype_annotation
BC_early_14,,235,0.086397059,Minorcelltype_annotation
BC_early_14,,13,0.004779412,Minorcelltype_annotation
BC_early_14,,31,0.011397059,Minorcelltype_annotation
BC_early_14,,679,0.249632353,Minorcelltype_annotation
BC_early_14,,77,0.028308824,Minorcelltype_annotation
BC_early_14,,11,0.004044118,Minorcelltype_annotation
BC_early_14,,229,0.084191176,Minorcelltype_annotation
BC_early_14,,34,0.0125,Minorcelltype_annotation
BC_early_14,,45,0.016544118,Minorcelltype_annotation
BC_early_14,,110,0.040441176,Minorcelltype_annotation
BC_early_14,,19,0.006985294,Minorcelltype_annotation
BC_early_14,,9,0.003308824,Minorcelltype_annotation
BC_early_14,,206,0.075735294,Minorcelltype_annotation
BC_early_14,,8,0.002941176,Minorcelltype_annotation
BC_early_15,,450,0.146962769,Minorcelltype_annotation
BC_early_15,,205,0.066949706,Minorcelltype_annotation
BC_early_15,,57,0.018615284,Minorcelltype_annotation
BC_early_15,,45,0.014696277,Minorcelltype_annotation
BC_early_15,,579,0.189092097,Minorcelltype_annotation
BC_early_15,,22,0.007184847,Minorcelltype_annotation
BC_early_15,,1,0.000326584,Minorcelltype_annotation
BC_early_15,,541,0.176681907,Minorcelltype_annotation
BC_early_15,,822,0.268451992,Minorcelltype_annotation
BC_early_15,,22,0.007184847,Minorcelltype_annotation
BC_early_15,,125,0.040822992,Minorcelltype_annotation
BC_early_15,,73,0.023840627,Minorcelltype_annotation
BC_early_15,,48,0.015676029,Minorcelltype_annotation
BC_early_15,,23,0.00751143,Minorcelltype_annotation
BC_early_15,,5,0.00163292,Minorcelltype_annotation
BC_early_15,,1,0.000326584,Minorcelltype_annotation
BC_early_15,,37,0.012083605,Minorcelltype_annotation
BC_early_15,,6,0.001959504,Minorcelltype_annotation
BC_early_16,,38,0.100263852,Minorcelltype_annotation
BC_early_16,,23,0.060686016,Minorcelltype_annotation
BC_early_16,,26,0.068601583,Minorcelltype_annotation
BC_early_16,,31,0.081794195,Minorcelltype_annotation
BC_early_16,,68,0.179419525,Minorcelltype_annotation
BC_early_16,,5,0.013192612,Minorcelltype_annotation
BC_early_16,,0,0,Minorcelltype_annotation
BC_early_16,,63,0.166226913,Minorcelltype_annotation
BC_early_16,,50,0.131926121,Minorcelltype_annotation
BC_early_16,,3,0.007915567,Minorcelltype_annotation
BC_early_16,,24,0.063324538,Minorcelltype_annotation
BC_early_16,,10,0.026385224,Minorcelltype_annotation
BC_early_16,,12,0.031662269,Minorcelltype_annotation
BC_early_16,,0,0,Minorcelltype_annotation
BC_early_16,,4,0.01055409,Minorcelltype_annotation
BC_early_16,,1,0.002638522,Minorcelltype_annotation
BC_early_16,,20,0.052770449,Minorcelltype_annotation
BC_early_16,,1,0.002638522,Minorcelltype_annotation
BC_early_17,,21,0.176470588,Minorcelltype_annotation
BC_early_17,,22,0.18487395,Minorcelltype_annotation
BC_early_17,,10,0.084033613,Minorcelltype_annotation
BC_early_17,,0,0,Minorcelltype_annotation
BC_early_17,,14,0.117647059,Minorcelltype_annotation
BC_early_17,,2,0.016806723,Minorcelltype_annotation
BC_early_17,,1,0.008403361,Minorcelltype_annotation
BC_early_17,,30,0.25210084,Minorcelltype_annotation
BC_early_17,,4,0.033613445,Minorcelltype_annotation
BC_early_17,,1,0.008403361,Minorcelltype_annotation
BC_early_17,,4,0.033613445,Minorcelltype_annotation
BC_early_17,,0,0,Minorcelltype_annotation
BC_early_17,,0,0,Minorcelltype_annotation
BC_early_17,,0,0,Minorcelltype_annotation
BC_early_17,,0,0,Minorcelltype_annotation
BC_early_17,,0,0,Minorcelltype_annotation
BC_early_17,,3,0.025210084,Minorcelltype_annotation
BC_early_17,,7,0.058823529,Minorcelltype_annotation
BC_early_18,,10,0.14084507,Minorcelltype_annotation
BC_early_18,,21,0.295774648,Minorcelltype_annotation
BC_early_18,,2,0.028169014,Minorcelltype_annotation
BC_early_18,,0,0,Minorcelltype_annotation
BC_early_18,,1,0.014084507,Minorcelltype_annotation
BC_early_18,,4,0.056338028,Minorcelltype_annotation
BC_early_18,,1,0.014084507,Minorcelltype_annotation
BC_early_18,,9,0.126760563,Minorcelltype_annotation
BC_early_18,,1,0.014084507,Minorcelltype_annotation
BC_early_18,,0,0,Minorcelltype_annotation
BC_early_18,,15,0.211267606,Minorcelltype_annotation
BC_early_18,,2,0.028169014,Minorcelltype_annotation
BC_early_18,,1,0.014084507,Minorcelltype_annotation
BC_early_18,,0,0,Minorcelltype_annotation
BC_early_18,,1,0.014084507,Minorcelltype_annotation
BC_early_18,,0,0,Minorcelltype_annotation
BC_early_18,,0,0,Minorcelltype_annotation
BC_early_18,,3,0.042253521,Minorcelltype_annotation
BC_early_19,,15,0.140186916,Minorcelltype_annotation
BC_early_19,,32,0.299065421,Minorcelltype_annotation
BC_early_19,,0,0,Minorcelltype_annotation
BC_early_19,,1,0.009345794,Minorcelltype_annotation
BC_early_19,,8,0.074766355,Minorcelltype_annotation
BC_early_19,,3,0.028037383,Minorcelltype_annotation
BC_early_19,,2,0.018691589,Minorcelltype_annotation
BC_early_19,,19,0.177570093,Minorcelltype_annotation
BC_early_19,,1,0.009345794,Minorcelltype_annotation
BC_early_19,,4,0.037383178,Minorcelltype_annotation
BC_early_19,,12,0.112149533,Minorcelltype_annotation
BC_early_19,,2,0.018691589,Minorcelltype_annotation
BC_early_19,,0,0,Minorcelltype_annotation
BC_early_19,,1,0.009345794,Minorcelltype_annotation
BC_early_19,,0,0,Minorcelltype_annotation
BC_early_19,,1,0.009345794,Minorcelltype_annotation
BC_early_19,,5,0.046728972,Minorcelltype_annotation
BC_early_19,,1,0.009345794,Minorcelltype_annotation
BC_early_2,,107,0.094024605,Minorcelltype_annotation
BC_early_2,,75,0.065905097,Minorcelltype_annotation
BC_early_2,,68,0.059753954,Minorcelltype_annotation
BC_early_2,,165,0.144991213,Minorcelltype_annotation
BC_early_2,,113,0.099297012,Minorcelltype_annotation
BC_early_2,,44,0.038664323,Minorcelltype_annotation
BC_early_2,,2,0.001757469,Minorcelltype_annotation
BC_early_2,,210,0.184534271,Minorcelltype_annotation
BC_early_2,,44,0.038664323,Minorcelltype_annotation
BC_early_2,,2,0.001757469,Minorcelltype_annotation
BC_early_2,,73,0.064147627,Minorcelltype_annotation
BC_early_2,,38,0.033391916,Minorcelltype_annotation
BC_early_2,,87,0.076449912,Minorcelltype_annotation
BC_early_2,,56,0.049209139,Minorcelltype_annotation
BC_early_2,,5,0.004393673,Minorcelltype_annotation
BC_early_2,,0,0,Minorcelltype_annotation
BC_early_2,,46,0.040421793,Minorcelltype_annotation
BC_early_2,,3,0.002636204,Minorcelltype_annotation
BC_early_20,,84,0.362068966,Minorcelltype_annotation
BC_early_20,,46,0.198275862,Minorcelltype_annotation
BC_early_20,,0,0,Minorcelltype_annotation
BC_early_20,,0,0,Minorcelltype_annotation
BC_early_20,,11,0.047413793,Minorcelltype_annotation
BC_early_20,,0,0,Minorcelltype_annotation
BC_early_20,,7,0.030172414,Minorcelltype_annotation
BC_early_20,,21,0.090517241,Minorcelltype_annotation
BC_early_20,,0,0,Minorcelltype_annotation
BC_early_20,,2,0.00862069,Minorcelltype_annotation
BC_early_20,,17,0.073275862,Minorcelltype_annotation
BC_early_20,,1,0.004310345,Minorcelltype_annotation
BC_early_20,,0,0,Minorcelltype_annotation
BC_early_20,,4,0.017241379,Minorcelltype_annotation
BC_early_20,,2,0.00862069,Minorcelltype_annotation
BC_early_20,,0,0,Minorcelltype_annotation
BC_early_20,,5,0.021551724,Minorcelltype_annotation
BC_early_20,,32,0.137931034,Minorcelltype_annotation
BC_early_21,,25,0.142045455,Minorcelltype_annotation
BC_early_21,,23,0.130681818,Minorcelltype_annotation
BC_early_21,,5,0.028409091,Minorcelltype_annotation
BC_early_21,,0,0,Minorcelltype_annotation
BC_early_21,,19,0.107954545,Minorcelltype_annotation
BC_early_21,,7,0.039772727,Minorcelltype_annotation
BC_early_21,,2,0.011363636,Minorcelltype_annotation
BC_early_21,,54,0.306818182,Minorcelltype_annotation
BC_early_21,,2,0.011363636,Minorcelltype_annotation
BC_early_21,,1,0.005681818,Minorcelltype_annotation
BC_early_21,,13,0.073863636,Minorcelltype_annotation
BC_early_21,,1,0.005681818,Minorcelltype_annotation
BC_early_21,,8,0.045454545,Minorcelltype_annotation
BC_early_21,,9,0.051136364,Minorcelltype_annotation
BC_early_21,,0,0,Minorcelltype_annotation
BC_early_21,,0,0,Minorcelltype_annotation
BC_early_21,,5,0.028409091,Minorcelltype_annotation
BC_early_21,,2,0.011363636,Minorcelltype_annotation
BC_early_22,,490,0.180478821,Minorcelltype_annotation
BC_early_22,,336,0.123756906,Minorcelltype_annotation
BC_early_22,,213,0.078453039,Minorcelltype_annotation
BC_early_22,,34,0.01252302,Minorcelltype_annotation
BC_early_22,,333,0.122651934,Minorcelltype_annotation
BC_early_22,,29,0.0106814,Minorcelltype_annotation
BC_early_22,,40,0.014732965,Minorcelltype_annotation
BC_early_22,,484,0.178268877,Minorcelltype_annotation
BC_early_22,,71,0.026151013,Minorcelltype_annotation
BC_early_22,,36,0.013259669,Minorcelltype_annotation
BC_early_22,,167,0.061510129,Minorcelltype_annotation
BC_early_22,,81,0.029834254,Minorcelltype_annotation
BC_early_22,,196,0.072191529,Minorcelltype_annotation
BC_early_22,,55,0.020257827,Minorcelltype_annotation
BC_early_22,,5,0.001841621,Minorcelltype_annotation
BC_early_22,,6,0.002209945,Minorcelltype_annotation
BC_early_22,,118,0.043462247,Minorcelltype_annotation
BC_early_22,,21,0.007734807,Minorcelltype_annotation
BC_early_23,,17,0.093406593,Minorcelltype_annotation
BC_early_23,,23,0.126373626,Minorcelltype_annotation
BC_early_23,,11,0.06043956,Minorcelltype_annotation
BC_early_23,,2,0.010989011,Minorcelltype_annotation
BC_early_23,,17,0.093406593,Minorcelltype_annotation
BC_early_23,,3,0.016483516,Minorcelltype_annotation
BC_early_23,,0,0,Minorcelltype_annotation
BC_early_23,,65,0.357142857,Minorcelltype_annotation
BC_early_23,,1,0.005494505,Minorcelltype_annotation
BC_early_23,,11,0.06043956,Minorcelltype_annotation
BC_early_23,,17,0.093406593,Minorcelltype_annotation
BC_early_23,,0,0,Minorcelltype_annotation
BC_early_23,,4,0.021978022,Minorcelltype_annotation
BC_early_23,,1,0.005494505,Minorcelltype_annotation
BC_early_23,,0,0,Minorcelltype_annotation
BC_early_23,,1,0.005494505,Minorcelltype_annotation
BC_early_23,,6,0.032967033,Minorcelltype_annotation
BC_early_23,,3,0.016483516,Minorcelltype_annotation
BC_early_24,,29,0.143564356,Minorcelltype_annotation
BC_early_24,,41,0.202970297,Minorcelltype_annotation
BC_early_24,,6,0.02970297,Minorcelltype_annotation
BC_early_24,,0,0,Minorcelltype_annotation
BC_early_24,,30,0.148514851,Minorcelltype_annotation
BC_early_24,,6,0.02970297,Minorcelltype_annotation
BC_early_24,,2,0.00990099,Minorcelltype_annotation
BC_early_24,,51,0.252475248,Minorcelltype_annotation
BC_early_24,,4,0.01980198,Minorcelltype_annotation
BC_early_24,,0,0,Minorcelltype_annotation
BC_early_24,,15,0.074257426,Minorcelltype_annotation
BC_early_24,,3,0.014851485,Minorcelltype_annotation
BC_early_24,,3,0.014851485,Minorcelltype_annotation
BC_early_24,,0,0,Minorcelltype_annotation
BC_early_24,,1,0.004950495,Minorcelltype_annotation
BC_early_24,,0,0,Minorcelltype_annotation
BC_early_24,,4,0.01980198,Minorcelltype_annotation
BC_early_24,,7,0.034653465,Minorcelltype_annotation
BC_early_25,,91,0.148450245,Minorcelltype_annotation
BC_early_25,,61,0.099510604,Minorcelltype_annotation
BC_early_25,,33,0.053833605,Minorcelltype_annotation
BC_early_25,,14,0.022838499,Minorcelltype_annotation
BC_early_25,,86,0.140293638,Minorcelltype_annotation
BC_early_25,,5,0.008156607,Minorcelltype_annotation
BC_early_25,,1,0.001631321,Minorcelltype_annotation
BC_early_25,,146,0.23817292,Minorcelltype_annotation
BC_early_25,,54,0.088091354,Minorcelltype_annotation
BC_early_25,,18,0.029363785,Minorcelltype_annotation
BC_early_25,,23,0.037520392,Minorcelltype_annotation
BC_early_25,,23,0.037520392,Minorcelltype_annotation
BC_early_25,,4,0.006525285,Minorcelltype_annotation
BC_early_25,,7,0.01141925,Minorcelltype_annotation
BC_early_25,,0,0,Minorcelltype_annotation
BC_early_25,,1,0.001631321,Minorcelltype_annotation
BC_early_25,,31,0.050570962,Minorcelltype_annotation
BC_early_25,,15,0.024469821,Minorcelltype_annotation
BC_early_26,,14,0.215384615,Minorcelltype_annotation
BC_early_26,,16,0.246153846,Minorcelltype_annotation
BC_early_26,,0,0,Minorcelltype_annotation
BC_early_26,,0,0,Minorcelltype_annotation
BC_early_26,,5,0.076923077,Minorcelltype_annotation
BC_early_26,,2,0.030769231,Minorcelltype_annotation
BC_early_26,,1,0.015384615,Minorcelltype_annotation
BC_early_26,,10,0.153846154,Minorcelltype_annotation
BC_early_26,,0,0,Minorcelltype_annotation
BC_early_26,,2,0.030769231,Minorcelltype_annotation
BC_early_26,,8,0.123076923,Minorcelltype_annotation
BC_early_26,,1,0.015384615,Minorcelltype_annotation
BC_early_26,,1,0.015384615,Minorcelltype_annotation
BC_early_26,,2,0.030769231,Minorcelltype_annotation
BC_early_26,,0,0,Minorcelltype_annotation
BC_early_26,,0,0,Minorcelltype_annotation
BC_early_26,,1,0.015384615,Minorcelltype_annotation
BC_early_26,,2,0.030769231,Minorcelltype_annotation
BC_early_27,,194,0.200206398,Minorcelltype_annotation
BC_early_27,,359,0.370485036,Minorcelltype_annotation
BC_early_27,,14,0.014447884,Minorcelltype_annotation
BC_early_27,,3,0.003095975,Minorcelltype_annotation
BC_early_27,,47,0.048503612,Minorcelltype_annotation
BC_early_27,,21,0.021671827,Minorcelltype_annotation
BC_early_27,,22,0.022703818,Minorcelltype_annotation
BC_early_27,,155,0.15995872,Minorcelltype_annotation
BC_early_27,,6,0.00619195,Minorcelltype_annotation
BC_early_27,,14,0.014447884,Minorcelltype_annotation
BC_early_27,,68,0.070175439,Minorcelltype_annotation
BC_early_27,,10,0.010319917,Minorcelltype_annotation
BC_early_27,,5,0.005159959,Minorcelltype_annotation
BC_early_27,,4,0.004127967,Minorcelltype_annotation
BC_early_27,,2,0.002063983,Minorcelltype_annotation
BC_early_27,,6,0.00619195,Minorcelltype_annotation
BC_early_27,,25,0.025799794,Minorcelltype_annotation
BC_early_27,,14,0.014447884,Minorcelltype_annotation
BC_early_28,,73,0.11248074,Minorcelltype_annotation
BC_early_28,,143,0.220338983,Minorcelltype_annotation
BC_early_28,,4,0.006163328,Minorcelltype_annotation
BC_early_28,,0,0,Minorcelltype_annotation
BC_early_28,,96,0.147919877,Minorcelltype_annotation
BC_early_28,,34,0.05238829,Minorcelltype_annotation
BC_early_28,,5,0.00770416,Minorcelltype_annotation
BC_early_28,,127,0.19568567,Minorcelltype_annotation
BC_early_28,,6,0.009244992,Minorcelltype_annotation
BC_early_28,,35,0.053929122,Minorcelltype_annotation
BC_early_28,,61,0.093990755,Minorcelltype_annotation
BC_early_28,,4,0.006163328,Minorcelltype_annotation
BC_early_28,,20,0.030816641,Minorcelltype_annotation
BC_early_28,,4,0.006163328,Minorcelltype_annotation
BC_early_28,,15,0.023112481,Minorcelltype_annotation
BC_early_28,,1,0.001540832,Minorcelltype_annotation
BC_early_28,,11,0.016949153,Minorcelltype_annotation
BC_early_28,,10,0.01540832,Minorcelltype_annotation
BC_early_29,,13,0.111111111,Minorcelltype_annotation
BC_early_29,,23,0.196581197,Minorcelltype_annotation
BC_early_29,,2,0.017094017,Minorcelltype_annotation
BC_early_29,,2,0.017094017,Minorcelltype_annotation
BC_early_29,,17,0.145299145,Minorcelltype_annotation
BC_early_29,,2,0.017094017,Minorcelltype_annotation
BC_early_29,,1,0.008547009,Minorcelltype_annotation
BC_early_29,,23,0.196581197,Minorcelltype_annotation
BC_early_29,,0,0,Minorcelltype_annotation
BC_early_29,,2,0.017094017,Minorcelltype_annotation
BC_early_29,,9,0.076923077,Minorcelltype_annotation
BC_early_29,,1,0.008547009,Minorcelltype_annotation
BC_early_29,,10,0.085470085,Minorcelltype_annotation
BC_early_29,,6,0.051282051,Minorcelltype_annotation
BC_early_29,,0,0,Minorcelltype_annotation
BC_early_29,,0,0,Minorcelltype_annotation
BC_early_29,,4,0.034188034,Minorcelltype_annotation
BC_early_29,,2,0.017094017,Minorcelltype_annotation
BC_early_3,,302,0.139363175,Minorcelltype_annotation
BC_early_3,,149,0.068758653,Minorcelltype_annotation
BC_early_3,,136,0.062759575,Minorcelltype_annotation
BC_early_3,,27,0.012459622,Minorcelltype_annotation
BC_early_3,,316,0.145823719,Minorcelltype_annotation
BC_early_3,,8,0.00369174,Minorcelltype_annotation
BC_early_3,,1,0.000461467,Minorcelltype_annotation
BC_early_3,,332,0.153207199,Minorcelltype_annotation
BC_early_3,,511,0.235809875,Minorcelltype_annotation
BC_early_3,,7,0.003230272,Minorcelltype_annotation
BC_early_3,,125,0.057683433,Minorcelltype_annotation
BC_early_3,,132,0.060913706,Minorcelltype_annotation
BC_early_3,,25,0.011536687,Minorcelltype_annotation
BC_early_3,,14,0.006460545,Minorcelltype_annotation
BC_early_3,,2,0.000922935,Minorcelltype_annotation
BC_early_3,,1,0.000461467,Minorcelltype_annotation
BC_early_3,,73,0.033687125,Minorcelltype_annotation
BC_early_3,,6,0.002768805,Minorcelltype_annotation
BC_early_30,,88,0.139461173,Minorcelltype_annotation
BC_early_30,,206,0.326465927,Minorcelltype_annotation
BC_early_30,,7,0.011093502,Minorcelltype_annotation
BC_early_30,,3,0.004754358,Minorcelltype_annotation
BC_early_30,,37,0.058637084,Minorcelltype_annotation
BC_early_30,,8,0.012678288,Minorcelltype_annotation
BC_early_30,,14,0.022187005,Minorcelltype_annotation
BC_early_30,,109,0.17274168,Minorcelltype_annotation
BC_early_30,,7,0.011093502,Minorcelltype_annotation
BC_early_30,,46,0.072900158,Minorcelltype_annotation
BC_early_30,,44,0.069730586,Minorcelltype_annotation
BC_early_30,,6,0.009508716,Minorcelltype_annotation
BC_early_30,,22,0.034865293,Minorcelltype_annotation
BC_early_30,,1,0.001584786,Minorcelltype_annotation
BC_early_30,,0,0,Minorcelltype_annotation
BC_early_30,,2,0.003169572,Minorcelltype_annotation
BC_early_30,,15,0.023771791,Minorcelltype_annotation
BC_early_30,,16,0.025356577,Minorcelltype_annotation
BC_early_31,,47,0.123684211,Minorcelltype_annotation
BC_early_31,,80,0.210526316,Minorcelltype_annotation
BC_early_31,,5,0.013157895,Minorcelltype_annotation
BC_early_31,,0,0,Minorcelltype_annotation
BC_early_31,,27,0.071052632,Minorcelltype_annotation
BC_early_31,,16,0.042105263,Minorcelltype_annotation
BC_early_31,,9,0.023684211,Minorcelltype_annotation
BC_early_31,,98,0.257894737,Minorcelltype_annotation
BC_early_31,,3,0.007894737,Minorcelltype_annotation
BC_early_31,,2,0.005263158,Minorcelltype_annotation
BC_early_31,,34,0.089473684,Minorcelltype_annotation
BC_early_31,,6,0.015789474,Minorcelltype_annotation
BC_early_31,,6,0.015789474,Minorcelltype_annotation
BC_early_31,,24,0.063157895,Minorcelltype_annotation
BC_early_31,,2,0.005263158,Minorcelltype_annotation
BC_early_31,,3,0.007894737,Minorcelltype_annotation
BC_early_31,,3,0.007894737,Minorcelltype_annotation
BC_early_31,,15,0.039473684,Minorcelltype_annotation
BC_early_4,,223,0.228249744,Minorcelltype_annotation
BC_early_4,,138,0.141248721,Minorcelltype_annotation
BC_early_4,,34,0.034800409,Minorcelltype_annotation
BC_early_4,,4,0.004094166,Minorcelltype_annotation
BC_early_4,,125,0.127942682,Minorcelltype_annotation
BC_early_4,,17,0.017400205,Minorcelltype_annotation
BC_early_4,,13,0.013306039,Minorcelltype_annotation
BC_early_4,,316,0.323439099,Minorcelltype_annotation
BC_early_4,,8,0.008188332,Minorcelltype_annotation
BC_early_4,,7,0.00716479,Minorcelltype_annotation
BC_early_4,,25,0.025588536,Minorcelltype_annotation
BC_early_4,,5,0.005117707,Minorcelltype_annotation
BC_early_4,,5,0.005117707,Minorcelltype_annotation
BC_early_4,,1,0.001023541,Minorcelltype_annotation
BC_early_4,,2,0.002047083,Minorcelltype_annotation
BC_early_4,,9,0.009211873,Minorcelltype_annotation
BC_early_4,,28,0.028659161,Minorcelltype_annotation
BC_early_4,,17,0.017400205,Minorcelltype_annotation
BC_early_5,,303,0.200795229,Minorcelltype_annotation
BC_early_5,,391,0.259111995,Minorcelltype_annotation
BC_early_5,,37,0.024519549,Minorcelltype_annotation
BC_early_5,,0,0,Minorcelltype_annotation
BC_early_5,,118,0.078197482,Minorcelltype_annotation
BC_early_5,,67,0.044400265,Minorcelltype_annotation
BC_early_5,,31,0.020543406,Minorcelltype_annotation
BC_early_5,,286,0.18952949,Minorcelltype_annotation
BC_early_5,,12,0.007952286,Minorcelltype_annotation
BC_early_5,,2,0.001325381,Minorcelltype_annotation
BC_early_5,,171,0.11332008,Minorcelltype_annotation
BC_early_5,,3,0.001988072,Minorcelltype_annotation
BC_early_5,,17,0.011265739,Minorcelltype_annotation
BC_early_5,,0,0,Minorcelltype_annotation
BC_early_5,,25,0.016567263,Minorcelltype_annotation
BC_early_5,,0,0,Minorcelltype_annotation
BC_early_5,,18,0.011928429,Minorcelltype_annotation
BC_early_5,,28,0.018555335,Minorcelltype_annotation
BC_early_6,,7,0.194444444,Minorcelltype_annotation
BC_early_6,,8,0.222222222,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
BC_early_6,,1,0.027777778,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
BC_early_6,,1,0.027777778,Minorcelltype_annotation
BC_early_6,,10,0.277777778,Minorcelltype_annotation
BC_early_6,,2,0.055555556,Minorcelltype_annotation
BC_early_6,,1,0.027777778,Minorcelltype_annotation
BC_early_6,,3,0.083333333,Minorcelltype_annotation
BC_early_6,,1,0.027777778,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
BC_early_6,,0,0,Minorcelltype_annotation
